lsoa21cd,msoa21cd,ltla21cd,rgn21cd,lng,lat,population
E01025781,E02005369,E07000131,E12000004,-1.0411,52.5769,1717
E01025782,E02005369,E07000131,E12000004,-1.03,52.5763,1362
E01025783,E02005369,E07000131,E12000004,-1.0242,52.5797,2467
E01025784,E02005371,E07000131,E12000004,-0.9382,52.533,1421
E01025786,E02005369,E07000131,E12000004,-0.9961,52.5402,2299
E01025787,E02005369,E07000131,E12000004,-0.9964,52.5359,1589
E01025788,E02005371,E07000131,E12000004,-0.9954,52.5036,1447
E01025789,E02005373,E07000131,E12000004,-0.9622,52.4878,2203
E01025790,E02005376,E07000131,E12000004,-1.2156,52.4584,2684
E01025791,E02005376,E07000131,E12000004,-1.2135,52.4537,2949
E01025792,E02005376,E07000131,E12000004,-1.2002,52.4561,2221
E01025794,E02005373,E07000131,E12000004,-0.927,52.488,1981
E01025795,E02005374,E07000131,E12000004,-0.9217,52.4824,1892
E01025796,E02005374,E07000131,E12000004,-0.9148,52.482,2010
E01025797,E02005373,E07000131,E12000004,-0.9072,52.49,2202
E01025798,E02005375,E07000131,E12000004,-0.9111,52.4734,2392
E01025799,E02005375,E07000131,E12000004,-0.8994,52.4777,2323
E01025800,E02005375,E07000131,E12000004,-0.9062,52.4766,1429
E01025801,E02005374,E07000131,E12000004,-0.9275,52.4782,1235
E01025802,E02005373,E07000131,E12000004,-0.9324,52.4815,1317
E01025803,E02005373,E07000131,E12000004,-0.9375,52.4772,1794
E01025804,E02005375,E07000131,E12000004,-0.9243,52.4683,2067
E01025806,E02005374,E07000131,E12000004,-0.9234,52.4735,1584
E01025807,E02005375,E07000131,E12000004,-0.9184,52.4716,1404
E01025808,E02005372,E07000131,E12000004,-1.1669,52.4494,3138
E01025809,E02005368,E07000131,E12000004,-0.7984,52.5378,2425
E01025810,E02005372,E07000131,E12000004,-1.1155,52.5041,2329
E01025812,E02006816,E07000131,E12000004,-1.0468,52.6308,1742
E01025813,E02006816,E07000131,E12000004,-1.0378,52.6326,2303
E01025814,E02006816,E07000131,E12000004,-0.999,52.6261,1770
E01025815,E02005368,E07000131,E12000004,-0.9035,52.6406,2274
E01025816,E02005372,E07000131,E12000004,-1.255,52.4854,2634
E01025817,E02005384,E07000132,E12000004,-1.4099,52.5716,2270
E01025818,E02005384,E07000132,E12000004,-1.4419,52.5575,1612
E01025819,E02005380,E07000132,E12000004,-1.3712,52.6485,1707
E01025820,E02005380,E07000132,E12000004,-1.3733,52.6462,1539
E01025821,E02005383,E07000132,E12000004,-1.3471,52.5684,1706
E01025822,E02005383,E07000132,E12000004,-1.3374,52.5714,1478
E01025823,E02005383,E07000132,E12000004,-1.3447,52.5739,1619
E01025824,E02005383,E07000132,E12000004,-1.3432,52.5655,1547
E01025825,E02005383,E07000132,E12000004,-1.3517,52.5672,1384
E01025826,E02005383,E07000132,E12000004,-1.3382,52.5758,1409
E01025827,E02005389,E07000132,E12000004,-1.3602,52.5351,1400
E01025828,E02005389,E07000132,E12000004,-1.3473,52.536,1549
E01025829,E02005389,E07000132,E12000004,-1.3675,52.5325,1539
E01025830,E02005389,E07000132,E12000004,-1.3498,52.5315,1597
E01025831,E02005390,E07000132,E12000004,-1.3636,52.5274,1235
E01025832,E02005390,E07000132,E12000004,-1.3684,52.5214,1940
E01025833,E02005390,E07000132,E12000004,-1.3481,52.5255,2071
E01025834,E02005390,E07000132,E12000004,-1.3593,52.5246,1528
E01025835,E02005390,E07000132,E12000004,-1.3746,52.53,2602
E01025836,E02005390,E07000132,E12000004,-1.3577,52.5298,1160
E01025837,E02005380,E07000132,E12000004,-1.4219,52.6392,2270
E01025838,E02005380,E07000132,E12000004,-1.4035,52.6233,1550
E01025839,E02005382,E07000132,E12000004,-1.3171,52.5724,1674
E01025840,E02005382,E07000132,E12000004,-1.3267,52.5729,1656
E01025841,E02005382,E07000132,E12000004,-1.3208,52.5687,1896
E01025842,E02005382,E07000132,E12000004,-1.3023,52.5774,1997
E01025843,E02005382,E07000132,E12000004,-1.3152,52.5774,1883
E01025844,E02005382,E07000132,E12000004,-1.3095,52.5761,1588
E01025845,E02005379,E07000132,E12000004,-1.2289,52.6585,1497
E01025846,E02005378,E07000132,E12000004,-1.2183,52.6607,2152
E01025847,E02005378,E07000132,E12000004,-1.224,52.655,1672
E01025848,E02005378,E07000132,E12000004,-1.2324,52.6628,1564
E01025849,E02005388,E07000132,E12000004,-1.378,52.537,2182
E01025850,E02005386,E07000132,E12000004,-1.3637,52.539,1490
E01025851,E02005388,E07000132,E12000004,-1.3801,52.5432,1372
E01025852,E02005386,E07000132,E12000004,-1.3704,52.5415,2018
E01025854,E02005387,E07000132,E12000004,-1.3944,52.5444,2162
E01025855,E02005387,E07000132,E12000004,-1.3934,52.54,1371
E01025856,E02005388,E07000132,E12000004,-1.3875,52.5359,1252
E01025857,E02005388,E07000132,E12000004,-1.3916,52.5358,1390
E01025858,E02005386,E07000132,E12000004,-1.368,52.5452,2149
E01025859,E02005385,E07000132,E12000004,-1.3576,52.5435,1579
E01025860,E02005385,E07000132,E12000004,-1.3638,52.557,1360
E01025861,E02005385,E07000132,E12000004,-1.3688,52.5542,1798
E01025862,E02005385,E07000132,E12000004,-1.3559,52.5511,2012
E01025863,E02005386,E07000132,E12000004,-1.3705,52.5514,1714
E01025864,E02005384,E07000132,E12000004,-1.3887,52.5529,2284
E01025865,E02005386,E07000132,E12000004,-1.3761,52.5486,1736
E01025866,E02005387,E07000132,E12000004,-1.3892,52.5494,1817
E01025867,E02005387,E07000132,E12000004,-1.3877,52.5463,1398
E01025868,E02005377,E07000132,E12000004,-1.2787,52.686,1404
E01025869,E02005377,E07000132,E12000004,-1.2725,52.6857,1393
E01025870,E02005377,E07000132,E12000004,-1.2696,52.6819,1717
E01025871,E02005377,E07000132,E12000004,-1.309,52.69,1485
E01025872,E02005381,E07000132,E12000004,-1.3407,52.6282,1447
E01025873,E02005381,E07000132,E12000004,-1.3267,52.6041,1560
E01025874,E02005381,E07000132,E12000004,-1.3014,52.6241,2100
E01025875,E02005381,E07000132,E12000004,-1.3426,52.6326,1856
E01025876,E02005381,E07000132,E12000004,-1.289,52.627,2045
E01025877,E02005379,E07000132,E12000004,-1.2399,52.6454,1666
E01025879,E02005379,E07000132,E12000004,-1.247,52.6521,1271
E01025880,E02005379,E07000132,E12000004,-1.2377,52.6485,1675
E01025881,E02005384,E07000132,E12000004,-1.5159,52.574,1382
E01025882,E02005380,E07000132,E12000004,-1.5188,52.6149,1760
E01025883,E02005393,E07000133,E12000004,-0.9572,52.7638,1889
E01025884,E02005393,E07000133,E12000004,-0.9459,52.7659,1769
E01025885,E02005391,E07000133,E12000004,-0.7982,52.9412,2103
E01025886,E02005391,E07000133,E12000004,-0.8053,52.9421,1699
E01025887,E02005391,E07000133,E12000004,-0.7951,52.8521,1837
E01025888,E02005393,E07000133,E12000004,-0.9715,52.7526,1909
E01025889,E02005396,E07000133,E12000004,-0.9042,52.7221,1688
E01025890,E02005391,E07000133,E12000004,-0.899,52.8635,1334
E01025891,E02005391,E07000133,E12000004,-0.9197,52.8447,1233
E01025892,E02005391,E07000133,E12000004,-0.8491,52.8922,1646
E01025893,E02005395,E07000133,E12000004,-0.8724,52.7587,1947
E01025894,E02005395,E07000133,E12000004,-0.8813,52.7634,1667
E01025895,E02005395,E07000133,E12000004,-0.8941,52.752,1658
E01025896,E02005394,E07000133,E12000004,-0.8962,52.7556,1650
E01025897,E02005394,E07000133,E12000004,-0.8959,52.7602,2252
E01025898,E02005394,E07000133,E12000004,-0.9006,52.7676,1383
E01025899,E02005394,E07000133,E12000004,-0.8912,52.771,1281
E01025900,E02005394,E07000133,E12000004,-0.8984,52.7712,1487
E01025901,E02005392,E07000133,E12000004,-0.8841,52.7742,2119
E01025902,E02005392,E07000133,E12000004,-0.8726,52.7737,1638
E01025903,E02005392,E07000133,E12000004,-0.8767,52.7681,1731
E01025904,E02005392,E07000133,E12000004,-0.8996,52.7771,2368
E01025905,E02005394,E07000133,E12000004,-0.8916,52.7753,1636
E01025906,E02005392,E07000133,E12000004,-0.884,52.7787,1645
E01025907,E02005395,E07000133,E12000004,-0.8868,52.7521,1862
E01025908,E02005395,E07000133,E12000004,-0.8819,52.755,1812
E01025909,E02005393,E07000133,E12000004,-0.9767,52.8148,1924
E01025910,E02005396,E07000133,E12000004,-0.8535,52.6873,1822
E01025911,E02005396,E07000133,E12000004,-0.8148,52.8141,1830
E01025912,E02005396,E07000133,E12000004,-0.7413,52.7628,1585
E01025913,E02005408,E07000134,E12000004,-1.5297,52.6852,2659
E01025914,E02005402,E07000134,E12000004,-1.4635,52.7408,1283
E01025915,E02005399,E07000134,E12000004,-1.4664,52.7436,1184
E01025916,E02005399,E07000134,E12000004,-1.48,52.7509,1920
E01025918,E02005399,E07000134,E12000004,-1.4758,52.7527,1663
E01025919,E02005402,E07000134,E12000004,-1.4828,52.7409,1458
E01025920,E02005402,E07000134,E12000004,-1.4849,52.7486,2001
E01025921,E02005402,E07000134,E12000004,-1.4844,52.7442,2041
E01025923,E02005398,E07000134,E12000004,-1.3361,52.7872,1411
E01025924,E02005397,E07000134,E12000004,-1.3984,52.8025,1132
E01025926,E02005397,E07000134,E12000004,-1.3513,52.8426,2774
E01025927,E02005397,E07000134,E12000004,-1.3415,52.8378,1720
E01025928,E02005397,E07000134,E12000004,-1.3439,52.8438,1464
E01025929,E02005406,E07000134,E12000004,-1.3602,52.7234,1931
E01025930,E02005406,E07000134,E12000004,-1.3705,52.7232,1824
E01025931,E02005406,E07000134,E12000004,-1.3699,52.7189,1943
E01025932,E02005405,E07000134,E12000004,-1.3377,52.7195,1471
E01025933,E02005405,E07000134,E12000004,-1.3298,52.7213,1407
E01025934,E02005405,E07000134,E12000004,-1.3263,52.7249,2025
E01025935,E02005405,E07000134,E12000004,-1.3347,52.727,1161
E01025936,E02005405,E07000134,E12000004,-1.3425,52.7242,1246
E01025937,E02005407,E07000134,E12000004,-1.3685,52.7113,2934
E01025938,E02005409,E07000134,E12000004,-1.3764,52.7054,1300
E01025939,E02005409,E07000134,E12000004,-1.363,52.6963,2185
E01025940,E02005409,E07000134,E12000004,-1.3944,52.6892,2039
E01025941,E02005409,E07000134,E12000004,-1.4173,52.6909,2081
E01025942,E02005409,E07000134,E12000004,-1.4038,52.6933,2863
E01025943,E02005409,E07000134,E12000004,-1.3998,52.6888,1834
E01025944,E02005398,E07000134,E12000004,-1.2901,52.8081,1753
E01025945,E02005398,E07000134,E12000004,-1.2841,52.8349,1767
E01025946,E02005398,E07000134,E12000004,-1.2789,52.8382,2235
E01025947,E02005408,E07000134,E12000004,-1.5086,52.7011,2133
E01025948,E02005408,E07000134,E12000004,-1.5078,52.7092,1740
E01025949,E02005408,E07000134,E12000004,-1.5118,52.7037,1568
E01025950,E02005404,E07000134,E12000004,-1.537,52.7561,2230
E01025951,E02005404,E07000134,E12000004,-1.5314,52.7374,2068
E01025952,E02005404,E07000134,E12000004,-1.5151,52.7581,1713
E01025953,E02005404,E07000134,E12000004,-1.5272,52.7222,1404
E01025954,E02005404,E07000134,E12000004,-1.5376,52.7232,1565
E01025955,E02005401,E07000134,E12000004,-1.4328,52.7204,1935
E01025956,E02005401,E07000134,E12000004,-1.4027,52.7205,1297
E01025957,E02005406,E07000134,E12000004,-1.3755,52.7209,2190
E01025958,E02005407,E07000134,E12000004,-1.3911,52.7274,2230
E01025959,E02005407,E07000134,E12000004,-1.3783,52.7142,2848
E01025960,E02005400,E07000134,E12000004,-1.3684,52.7522,1448
E01025961,E02005400,E07000134,E12000004,-1.3664,52.7436,1455
E01025962,E02005400,E07000134,E12000004,-1.3659,52.7554,1699
E01025963,E02005401,E07000134,E12000004,-1.3964,52.775,1757
E01025964,E02005401,E07000134,E12000004,-1.4038,52.7535,1660
E01025965,E02005400,E07000134,E12000004,-1.3873,52.7417,1299
E01025966,E02005403,E07000134,E12000004,-1.3515,52.7377,1492
E01025967,E02005403,E07000134,E12000004,-1.3462,52.7319,1578
E01025968,E02005403,E07000134,E12000004,-1.3557,52.7432,1873
E01025969,E02005403,E07000134,E12000004,-1.3613,52.7381,1664
E01025970,E02005412,E07000135,E12000004,-1.0666,52.588,1818
E01025971,E02005412,E07000135,E12000004,-1.0726,52.5922,1200
E01025972,E02005412,E07000135,E12000004,-1.0794,52.5898,1316
E01025973,E02006966,E07000135,E12000004,-1.0862,52.6111,2493
E01025974,E02006966,E07000135,E12000004,-1.0838,52.6042,2012
E01025975,E02006966,E07000135,E12000004,-1.0752,52.6044,1473
E01025976,E02005412,E07000135,E12000004,-1.0852,52.5962,1334
E01025977,E02005412,E07000135,E12000004,-1.0888,52.601,1583
E01025978,E02005412,E07000135,E12000004,-1.0775,52.596,1691
E01025979,E02006967,E07000135,E12000004,-1.0718,52.5978,1445
E01025980,E02006966,E07000135,E12000004,-1.0647,52.6018,1422
E01025981,E02006967,E07000135,E12000004,-1.0639,52.5987,1847
E01025982,E02006967,E07000135,E12000004,-1.0554,52.5928,1939
E01025983,E02006967,E07000135,E12000004,-1.0641,52.5942,1306
E01025984,E02006967,E07000135,E12000004,-1.059,52.5894,1443
E01025985,E02005415,E07000135,E12000004,-1.1321,52.588,1225
E01025986,E02005415,E07000135,E12000004,-1.1362,52.5852,1548
E01025987,E02005415,E07000135,E12000004,-1.1332,52.5812,1653
E01025988,E02005415,E07000135,E12000004,-1.1256,52.577,1900
E01025989,E02005415,E07000135,E12000004,-1.1336,52.5771,1694
E01025990,E02005416,E07000135,E12000004,-1.1129,52.5774,1303
E01025991,E02005416,E07000135,E12000004,-1.1073,52.5734,1464
E01025992,E02005414,E07000135,E12000004,-1.1086,52.5827,1757
E01025993,E02005416,E07000135,E12000004,-1.1059,52.5786,1415
E01025994,E02005414,E07000135,E12000004,-1.1184,52.5841,1751
E01025995,E02006818,E07000135,E12000004,-1.121,52.5945,1522
E01025997,E02005414,E07000135,E12000004,-1.119,52.5889,1570
E01025998,E02005416,E07000135,E12000004,-1.096,52.5754,2544
E01025999,E02005414,E07000135,E12000004,-1.0992,52.5849,1474
E01026000,E02005416,E07000135,E12000004,-1.0919,52.584,1186
E01026001,E02005416,E07000135,E12000004,-1.0986,52.5806,1345
E01026003,E02006818,E07000135,E12000004,-1.1011,52.5908,1644
E01026004,E02006818,E07000135,E12000004,-1.0945,52.5891,1878
E01026005,E02005414,E07000135,E12000004,-1.1095,52.589,1718
E01026007,E02005417,E07000136,E12000004,0.0663,52.9836,1135
E01026008,E02005417,E07000136,E12000004,0.0498,52.9755,1483
E01026009,E02005417,E07000136,E12000004,0.0828,53.0049,1265
E01026010,E02005418,E07000136,E12000004,-0.0437,52.9862,1929
E01026012,E02005420,E07000136,E12000004,0.0091,52.9759,1159
E01026013,E02006864,E07000136,E12000004,0.0013,52.979,1509
E01026014,E02006864,E07000136,E12000004,0.0146,52.9643,1951
E01026015,E02005420,E07000136,E12000004,0.0002,52.9719,1661
E01026016,E02005422,E07000136,E12000004,-0.1209,52.9092,2407
E01026017,E02005423,E07000136,E12000004,-0.078,52.8952,1641
E01026018,E02005423,E07000136,E12000004,-0.0651,52.9457,1704
E01026019,E02005423,E07000136,E12000004,-0.055,52.9283,2756
E01026020,E02005423,E07000136,E12000004,-0.0605,52.9306,2947
E01026021,E02005419,E07000136,E12000004,-0.0158,52.9866,1778
E01026022,E02006864,E07000136,E12000004,-0.0088,52.9849,2338
E01026023,E02005417,E07000136,E12000004,0.1291,53.0401,1525
E01026024,E02005417,E07000136,E12000004,0.0945,53.0341,2265
E01026025,E02005419,E07000136,E12000004,-0.0189,52.9758,2395
E01026026,E02005420,E07000136,E12000004,-0.0083,52.9739,2293
E01026027,E02005420,E07000136,E12000004,-0.0084,52.9699,1856
E01026028,E02005420,E07000136,E12000004,-0.0113,52.9789,1829
E01026030,E02005418,E07000136,E12000004,-0.0347,52.9741,2585
E01026031,E02006865,E07000136,E12000004,-0.041,52.9729,1661
E01026032,E02005418,E07000136,E12000004,-0.0379,52.9796,2047
E01026033,E02005422,E07000136,E12000004,-0.1655,52.9581,2409
E01026034,E02005422,E07000136,E12000004,-0.1558,52.9451,1812
E01026035,E02006865,E07000136,E12000004,-0.0515,52.9752,2549
E01026036,E02005419,E07000136,E12000004,-0.0229,52.9832,1604
E01026037,E02005418,E07000136,E12000004,-0.0295,52.9843,1562
E01026038,E02006864,E07000136,E12000004,-0.0332,52.9893,1458
E01026039,E02006865,E07000136,E12000004,-0.0447,52.9573,1194
E01026040,E02006864,E07000136,E12000004,-0.0332,52.957,1939
E01026041,E02005423,E07000136,E12000004,-0.0403,52.9503,1342
E01026042,E02005431,E07000137,E12000004,0.1769,53.2596,1762
E01026043,E02005431,E07000137,E12000004,0.1748,53.2571,1891
E01026044,E02005431,E07000137,E12000004,0.2316,53.2655,1373
E01026045,E02005424,E07000137,E12000004,-0.1235,53.4214,1881
E01026046,E02005436,E07000137,E12000004,0.2476,53.1614,1481
E01026047,E02005436,E07000137,E12000004,0.241,53.1591,1268
E01026048,E02005433,E07000137,E12000004,0.3351,53.2219,1638
E01026049,E02005433,E07000137,E12000004,0.3013,53.2267,1522
E01026050,E02005433,E07000137,E12000004,0.3309,53.2264,1561
E01026051,E02005439,E07000137,E12000004,-0.1646,53.1078,1415
E01026052,E02005439,E07000137,E12000004,-0.1703,53.0991,2682
E01026053,E02005439,E07000137,E12000004,-0.186,53.108,2033
E01026054,E02005439,E07000137,E12000004,-0.1827,53.1063,1537
E01026055,E02005436,E07000137,E12000004,0.1741,53.1528,1149
E01026056,E02005440,E07000137,E12000004,0.245,53.1215,1307
E01026057,E02005441,E07000137,E12000004,-0.0613,53.0431,1976
E01026058,E02005425,E07000137,E12000004,0.092,53.3669,2401
E01026059,E02005436,E07000137,E12000004,0.0974,53.1515,1206
E01026060,E02005432,E07000137,E12000004,0.0364,53.1496,1338
E01026061,E02005424,E07000137,E12000004,-0.0534,53.5039,1163
E01026062,E02005424,E07000137,E12000004,-0.0593,53.5022,1141
E01026063,E02005424,E07000137,E12000004,-0.0645,53.5086,1589
E01026064,E02005434,E07000137,E12000004,-0.1098,53.2014,1627
E01026065,E02005434,E07000137,E12000004,-0.1068,53.2094,1982
E01026066,E02005434,E07000137,E12000004,-0.1265,53.2106,2189
E01026067,E02005434,E07000137,E12000004,-0.1131,53.2076,1917
E01026068,E02005432,E07000137,E12000004,0.0921,53.1997,2131
E01026069,E02005433,E07000137,E12000004,0.3337,53.1935,2270
E01026070,E02005432,E07000137,E12000004,0.0298,53.3422,2274
E01026071,E02005430,E07000137,E12000004,-0.1505,53.3282,2105
E01026072,E02005428,E07000137,E12000004,0.2531,53.3402,2369
E01026073,E02005428,E07000137,E12000004,0.2618,53.3387,1925
E01026074,E02005428,E07000137,E12000004,0.2533,53.3482,2190
E01026075,E02005441,E07000137,E12000004,-0.0915,53.1296,2225
E01026076,E02005425,E07000137,E12000004,0.0588,53.4541,2309
E01026077,E02005426,E07000137,E12000004,-0.0099,53.3736,1611
E01026078,E02005426,E07000137,E12000004,-0.006,53.373,1096
E01026079,E02005425,E07000137,E12000004,0.1383,53.4474,1954
E01026080,E02005424,E07000137,E12000004,-0.0525,53.4654,2012
E01026081,E02005427,E07000137,E12000004,0.0011,53.3654,2320
E01026082,E02005430,E07000137,E12000004,-0.208,53.1976,2382
E01026083,E02005438,E07000137,E12000004,0.3236,53.152,1721
E01026084,E02005435,E07000137,E12000004,0.3304,53.1527,1604
E01026087,E02005426,E07000137,E12000004,0.0051,53.3775,1498
E01026088,E02005426,E07000137,E12000004,0.0093,53.3746,1379
E01026089,E02005427,E07000137,E12000004,-0.0043,53.3621,2035
E01026090,E02005426,E07000137,E12000004,0.0094,53.3623,1364
E01026091,E02005426,E07000137,E12000004,0.0108,53.3578,1208
E01026092,E02005437,E07000137,E12000004,0.3303,53.1444,1413
E01026093,E02005437,E07000137,E12000004,0.339,53.1444,1826
E01026094,E02005438,E07000137,E12000004,0.32,53.1491,2343
E01026095,E02005437,E07000137,E12000004,0.341,53.1358,1414
E01026096,E02005438,E07000137,E12000004,0.3349,53.1322,1532
E01026097,E02005438,E07000137,E12000004,0.3355,53.1388,1502
E01026098,E02005441,E07000137,E12000004,0.0166,53.0389,2064
E01026099,E02005428,E07000137,E12000004,0.1814,53.3846,2002
E01026100,E02005436,E07000137,E12000004,0.099,53.1719,1852
E01026101,E02005436,E07000137,E12000004,0.0917,53.1729,1416
E01026102,E02005441,E07000137,E12000004,0.0146,53.0949,2341
E01026103,E02005429,E07000137,E12000004,0.2787,53.3126,2045
E01026104,E02005429,E07000137,E12000004,0.2836,53.3039,2151
E01026105,E02005432,E07000137,E12000004,-0.0411,53.2347,2240
E01026106,E02005424,E07000137,E12000004,-0.021,53.4914,1350
E01026107,E02005424,E07000137,E12000004,0.0286,53.4928,1311
E01026108,E02005426,E07000137,E12000004,0.0142,53.3693,2571
E01026109,E02005429,E07000137,E12000004,0.268,53.3305,2064
E01026110,E02005440,E07000137,E12000004,0.23,53.1055,1495
E01026111,E02005440,E07000137,E12000004,0.1868,53.076,1574
E01026112,E02005440,E07000137,E12000004,0.2373,53.1063,1244
E01026113,E02005431,E07000137,E12000004,0.218,53.2162,2002
E01026114,E02005437,E07000137,E12000004,0.3423,53.1482,1704
E01026115,E02005435,E07000137,E12000004,0.3439,53.166,1690
E01026116,E02005435,E07000137,E12000004,0.3433,53.1553,1658
E01026117,E02005431,E07000137,E12000004,0.1545,53.3132,1965
E01026118,E02005439,E07000137,E12000004,-0.2276,53.1496,1905
E01026119,E02005439,E07000137,E12000004,-0.2038,53.1511,1090
E01026120,E02005439,E07000137,E12000004,-0.2183,53.1512,1481
E01026121,E02005430,E07000137,E12000004,-0.2991,53.2872,2667
E01026122,E02005445,E07000138,E12000004,-0.5315,53.2313,2114
E01026123,E02005445,E07000138,E12000004,-0.5085,53.2328,2517
E01026124,E02005445,E07000138,E12000004,-0.5214,53.2302,1859
E01026125,E02005444,E07000138,E12000004,-0.5195,53.2347,1421
E01026126,E02005445,E07000138,E12000004,-0.5279,53.2293,1937
E01026127,E02005448,E07000138,E12000004,-0.6069,53.2192,1418
E01026129,E02005448,E07000138,E12000004,-0.6112,53.217,1731
E01026130,E02005450,E07000138,E12000004,-0.5977,53.2252,1433
E01026131,E02005448,E07000138,E12000004,-0.6009,53.2197,1373
E01026132,E02005446,E07000138,E12000004,-0.5451,53.2261,4225
E01026134,E02005447,E07000138,E12000004,-0.5479,53.2158,1999
E01026135,E02005449,E07000138,E12000004,-0.5581,53.2142,1708
E01026136,E02005449,E07000138,E12000004,-0.5673,53.2142,1789
E01026137,E02005452,E07000138,E12000004,-0.5522,53.1939,1113
E01026138,E02005452,E07000138,E12000004,-0.5584,53.1915,1440
E01026139,E02005452,E07000138,E12000004,-0.5715,53.1945,1330
E01026140,E02005452,E07000138,E12000004,-0.5551,53.1889,1266
E01026141,E02005452,E07000138,E12000004,-0.5639,53.1988,1505
E01026142,E02005452,E07000138,E12000004,-0.5519,53.1988,1194
E01026144,E02005444,E07000138,E12000004,-0.5567,53.2336,2182
E01026145,E02005446,E07000138,E12000004,-0.5504,53.2357,1655
E01026146,E02005446,E07000138,E12000004,-0.5511,53.2319,1891
E01026147,E02005444,E07000138,E12000004,-0.5547,53.2439,2413
E01026148,E02005444,E07000138,E12000004,-0.5415,53.2386,1869
E01026149,E02005442,E07000138,E12000004,-0.5492,53.25,1643
E01026150,E02005442,E07000138,E12000004,-0.5422,53.2512,1748
E01026151,E02005444,E07000138,E12000004,-0.5429,53.2435,2080
E01026152,E02005445,E07000138,E12000004,-0.5167,53.2463,1546
E01026153,E02005443,E07000138,E12000004,-0.5055,53.2443,2553
E01026154,E02005445,E07000138,E12000004,-0.5164,53.2423,1403
E01026155,E02005443,E07000138,E12000004,-0.501,53.2473,1837
E01026156,E02005445,E07000138,E12000004,-0.5229,53.2435,1290
E01026157,E02005443,E07000138,E12000004,-0.5157,53.2494,1447
E01026158,E02005450,E07000138,E12000004,-0.5927,53.2168,1416
E01026159,E02005450,E07000138,E12000004,-0.5962,53.2167,1491
E01026160,E02005450,E07000138,E12000004,-0.6004,53.2115,1352
E01026161,E02005451,E07000138,E12000004,-0.5789,53.2116,1341
E01026162,E02005450,E07000138,E12000004,-0.5839,53.2084,1507
E01026163,E02005450,E07000138,E12000004,-0.6023,53.207,1327
E01026164,E02005444,E07000138,E12000004,-0.5316,53.244,1586
E01026165,E02005443,E07000138,E12000004,-0.5251,53.2507,1695
E01026166,E02005442,E07000138,E12000004,-0.5342,53.2486,1449
E01026167,E02005444,E07000138,E12000004,-0.5329,53.2368,1787
E01026168,E02005442,E07000138,E12000004,-0.5344,53.2524,1751
E01026169,E02005452,E07000138,E12000004,-0.5741,53.2025,1743
E01026170,E02005451,E07000138,E12000004,-0.5605,53.2037,1486
E01026171,E02005452,E07000138,E12000004,-0.5821,53.2003,1530
E01026172,E02005451,E07000138,E12000004,-0.5672,53.2094,1627
E01026173,E02005451,E07000138,E12000004,-0.5682,53.207,1596
E01026174,E02005449,E07000138,E12000004,-0.5484,53.2107,1501
E01026175,E02005451,E07000138,E12000004,-0.5509,53.2053,1854
E01026176,E02005447,E07000138,E12000004,-0.538,53.2228,2114
E01026177,E02005447,E07000138,E12000004,-0.539,53.2212,2293
E01026178,E02005447,E07000138,E12000004,-0.5423,53.2196,1970
E01026179,E02005460,E07000139,E12000004,-0.4349,53.0952,1321
E01026180,E02005459,E07000139,E12000004,-0.386,53.081,1481
E01026182,E02005455,E07000139,E12000004,-0.6379,53.1295,1475
E01026183,E02005459,E07000139,E12000004,-0.2812,53.0802,2783
E01026184,E02005456,E07000139,E12000004,-0.5343,53.1701,2237
E01026185,E02005456,E07000139,E12000004,-0.5425,53.1677,2320
E01026186,E02005453,E07000139,E12000004,-0.5358,53.1964,1670
E01026187,E02005453,E07000139,E12000004,-0.5272,53.1964,1899
E01026188,E02005456,E07000139,E12000004,-0.5329,53.19,2175
E01026189,E02005453,E07000139,E12000004,-0.4789,53.1974,1784
E01026190,E02005456,E07000139,E12000004,-0.4694,53.1945,2015
E01026191,E02005457,E07000139,E12000004,-0.4335,53.1882,1872
E01026192,E02005458,E07000139,E12000004,-0.6369,53.0772,1253
E01026193,E02005455,E07000139,E12000004,-0.6872,53.144,1716
E01026194,E02005458,E07000139,E12000004,-0.5223,53.107,2199
E01026195,E02005458,E07000139,E12000004,-0.5408,53.132,1897
E01026196,E02005458,E07000139,E12000004,-0.5592,53.0753,1457
E01026197,E02005460,E07000139,E12000004,-0.4642,53.0375,1457
E01026198,E02005460,E07000139,E12000004,-0.4948,53.0385,1633
E01026199,E02005455,E07000139,E12000004,-0.6865,53.1937,2645
E01026200,E02005464,E07000139,E12000004,-0.2956,52.9803,1807
E01026201,E02005464,E07000139,E12000004,-0.2979,52.9599,2088
E01026202,E02005464,E07000139,E12000004,-0.3016,52.9824,1951
E01026203,E02005453,E07000139,E12000004,-0.4809,53.2218,2031
E01026204,E02005453,E07000139,E12000004,-0.4614,53.2196,1567
E01026205,E02005457,E07000139,E12000004,-0.4544,53.2129,1719
E01026206,E02005453,E07000139,E12000004,-0.4625,53.2145,1868
E01026207,E02005464,E07000139,E12000004,-0.283,53.0484,1288
E01026208,E02005464,E07000139,E12000004,-0.3847,52.9981,1640
E01026209,E02005461,E07000139,E12000004,-0.4262,53.0258,2109
E01026210,E02005459,E07000139,E12000004,-0.3225,53.1148,2466
E01026211,E02005457,E07000139,E12000004,-0.4112,53.1551,1950
E01026212,E02005457,E07000139,E12000004,-0.4053,53.1423,1536
E01026213,E02005457,E07000139,E12000004,-0.4023,53.1392,1704
E01026214,E02006867,E07000139,E12000004,-0.5833,53.1907,1116
E01026215,E02006867,E07000139,E12000004,-0.579,53.1934,1041
